name,name_ar,updated_en,sku,barcode,category,unit,supplier,cost_price,selling_price,quantity,min_stock,published
Jyl Hyr Kwd Wyt Lwk 250m,جيل هير كود ويت لوك 250م,Jyl Hyr Kwd Wyt Lwk M 250m,ITM-09368,,General,pcs,,0.00,0.00,0,5,yes
Jyly Alananas Jrnyz 80jm,جيلي الاناناس جرنيز 80جم,Jyly Alananas Jrnyz Jm 80g,ITM-10414,,General,g,,0.00,0.00,0,5,yes
Jyly Balfwaka Jwya 15jm,جيلي بالفواكة جويا 15جم,Jyly Balfwaka Jwya Jm 15g,ITM-14263,,General,g,,0.00,0.00,0,5,yes
Jyly Hlwa Bnkha Albtykh 42 J,جيلي حلوى بنكهة البطيخ 42 ج,Jyly Hlwa Bnkha Albtykh J 42g,ITM-17929,,General,g,,0.00,0.00,0,5,yes
Jyly Hlwa Bnkha Altwt 42 J,جيلي حلوى بنكهة التوت 42 ج,Jyly Hlwa Bnkha Altwt J 42g,ITM-18017,,General,g,,0.00,0.00,0,5,yes
Jyly Jrnyz Alfwaka Almshkla 80jm,جيلي جرنيز الفواكة المشكلة 80جم,Mixed 80g,ITM-12579,,General,g,,0.00,0.00,0,5,yes
Jyly Jrnyz Alkraz,جيلي جرنيز الكراز,Jyly Jrnyz Alkraz,ITM-12176,,General,pcs,,0.00,0.00,0,5,yes
Jyly Jrnyz Alkraz 80jm,جيلي جرنيز الكراز 80جم,Jyly Jrnyz Alkraz Jm 80g,ITM-12175,,General,g,,0.00,0.00,0,5,yes
Jyly Zdny Lymwn,جيلي زدني ليمون,Jyly Zdny Lymwn,ITM-12376,,General,pcs,,0.00,0.00,0,5,yes
Jyly Zdny Lymwn 85jm,جيلي زدني ليمون 85جم,Jyly Zdny Lymwn Jm 85g,ITM-12375,,General,g,,0.00,0.00,0,5,yes
Jylyt Arktyk Ays 70m,جيليت اركتيك ايس 70م,Jylyt Arktyk Ays M 70m,ITM-11297,,General,pcs,,0.00,0.00,0,5,yes
Jylyt Fywjn Brwghlayd,جيليت فيوجن بروغلايد,Jylyt Fywjn Brwghlayd,ITM-12819,,General,pcs,,0.00,0.00,0,5,yes
Jylyt Fywjn Brwghlayd Bawr,جيليت فيوجن بروغلايد باور,Jylyt Fywjn Brwghlayd Bawr,ITM-12509,,General,pcs,,0.00,0.00,0,5,yes
Jylyt Llbshra Alhsasa 200m,جيليت للبشرة الحساسة 200م,Jylyt Llbshra Alhsasa M 200m,ITM-11294,,General,pcs,,0.00,0.00,0,5,yes
Jylyt Mzyl Arq 50ml,جيليت مزيل عرق 50مل,Deodorant 50ml,ITM-14838,,General,ml,,0.00,0.00,0,5,yes
Jylyt Rghwa Bshra Hsasa250ml,جيليت رغوة بشرة حساسة250مل,Jylyt Rghwa Bshra Hsasa250 Ml 250ml,ITM-14836,,General,ml,,0.00,0.00,0,5,yes
Jym Kmbwtr,جيم كمبوتر,Jym Kmbwtr,ITM-18414,,General,pcs,,0.00,0.00,0,5,yes
Jyntw Alawd Alasly 4ltr,جينتو العود الاصلي 4لتر,Jyntw Alawd Alasly Ltr 4L,ITM-02896,,General,L,,0.00,0.00,0,5,yes
Jyzmjy Taym Swbr Rwl Wyfr 15ghm,جيزمجي تايم سوبر رول ويفر 15غم,Jyzmjy Taym Swbr Rwl Wyfr Ghm 15g,ITM-13634,,Snacks & Confectionery,pcs,,0.00,0.00,0,5,yes
KACA CHIPS,KACA شips,KACA Chips,89,,Snacks & Confectionery,pcs,,0.00,0.50,0,5,yes
KAGI CHOCO,KAGI CHOCO,KAGI CHOCO,61,,General,pcs,,0.00,2.50,0,5,yes
KEYIF6 PCS,كاسات KEYIF6 PCS,KEYIF6 PCS,ITM-11171,,General,pcs,,0.00,0.00,0,5,yes
KINDER BUENO,KINDER BUENO,KINDER BUENO,48,,General,pcs,,0.00,3.50,0,5,yes
KINDER MAXI,KINDER MAXI,KINDER MAXI,56,,General,pcs,,0.00,1.00,0,5,yes
KITKAT,KITKAT,KITKAT,51,,Snacks & Confectionery,pcs,,0.00,1.00,0,5,yes
KOLESTON 3/0 Hair Dye Hair 56.5,KOLESTON 3/0 صبغة شعر الماني بني داكن 56.5مل,KOLESTON 3/0 Hair Dye Hair Dac 3 56.5ml,ITM-12617,,Personal Care,ml,,0.00,0.00,0,5,yes
KOLESTON 5/0 Hair Dye Hair 56.5,KOLESTON 5/0 صبغة شعر الماني بني فاتح 56.5مل,KOLESTON 5/0 Hair Dye Hair 5 56.5ml,ITM-12576,,Personal Care,ml,,0.00,0.00,0,5,yes
KOLESTON Hair,KOLESTON كريم صبغ الشعر,KOLESTON Hair,ITM-11169,,Personal Care,pcs,,0.00,0.00,0,5,yes
KWIK 2*500 ML,KWIK 2*500 ML,KWIK 2*500 ML,ITM-03679,,General,L,,0.00,0.00,0,5,yes
Ka Tshb Altma Tm Frshla 1133j,كا تشب الطما طم فرشلى 1133ج,Ka Tshb Altma Tm Frshla 1133j 1133g,ITM-06641,,General,kg,,0.00,0.00,0,5,yes
Ka Tshb Altma Tm T Al A 340jram,كا تشب الطما طم تـــــالــــــة 340جرام,Ka Tshb Altma Tm T Al A 340jram 340g,ITM-08621,,General,pcs,,0.00,0.00,0,5,yes
Kably Kakw 80 Jram,كابلي كاكو 80 جرام,Kably Kakw Jram 80g,ITM-18196,,General,pcs,,0.00,0.00,0,5,yes
Kabrsn Shrab Kwktyl Alfwaka 200ml,كابرسن شراب كوكتيل الفواكة 200مل,Syrup 200ml,ITM-12633,,General,ml,,0.00,0.00,0,5,yes
Kabwtshynw Kramyl,كابوتشينو كراميل,Kabwtshynw Kramyl,ITM-17869,,General,pcs,,0.00,0.00,0,5,yes
Kadbwry Dyra Mylk Balfwaka 38jm,كادبوري ديرى ميلك بالفواكة 38جم,Kadbwry Dyra Mylk Balfwaka Jm 38g,ITM-14102,,General,g,,0.00,0.00,0,5,yes
Kadbwry Dyra Mylk Mtrqaa 38jm,كادبوري ديرى ميلك مطرقعة 38جم,Kadbwry Dyra Mylk Mtrqaa Jm 38g,ITM-13870,,General,g,,0.00,0.00,0,5,yes
Kadbwry Dyra Mylk Sada 28jm,كادبوري ديرى ميلك سادة 28جم,Kadbwry Dyra Mylk Sada Jm 28g,ITM-02478,,General,g,,0.00,0.00,0,5,yes
Kadbwry Dyra Mylk Sada 87jm,كادبوري ديرى ميلك سادة 87جم,Kadbwry Dyra Mylk Sada Jm 87g,ITM-14736,,General,g,,0.00,0.00,0,5,yes
Kadbwry Dyry Mylk 11jm,كادبوري ديري ميلك 11جم,Kadbwry Dyry Mylk Jm 11g,ITM-17489,,General,g,,0.00,0.00,0,5,yes
Kady Blw 340m,كادي بلو 340م,Kady Blw M 340m,ITM-11431,,General,pcs,,0.00,0.00,0,5,yes
Kadya Bnk 340m,كادية بنك 340م,Kadya Bnk M 340m,ITM-11433,,General,pcs,,0.00,0.00,0,5,yes
Kadya Shrab Alrman Alfwar300ml,كادية شراب الرمان الفوار300مل,Syrup 300ml,ITM-14060,,Fresh Produce,ml,,0.00,0.00,0,5,yes
Kafy Hntz Sryaa Althdyr 50j,كافي هنتز سريعة التحضير 50ج,Kafy Hntz Sryaa Althdyr 50j 50g,ITM-02446,,General,g,,0.00,0.00,0,5,yes
Kafy Krymr 250j,كافي كريمر 250ج,Kafy Krymr 250j 250g,ITM-03807,,Personal Care,g,,0.00,0.00,0,5,yes
Kaja Myny Rqa Q Swsrya 125jm,كاجى ميني رقائق سوسرية 125جم,Kaja Myny Rqa Q Swsrya Jm 125g,ITM-16349,,General,g,,0.00,0.00,0,5,yes
Kaja Myny Rqa Q Swsrya 125jm,كاجى ميني رقائق سوسرية 125جم,Kaja Myny Rqa Q Swsrya Jm 125g,ITM-16350,,General,g,,0.00,0.00,0,5,yes
Kaja Myny Rqa Q Swsrya 200jm,كاجى ميني رقائق سوسرية 200جم,Kaja Myny Rqa Q Swsrya Jm 200g,ITM-16348,,General,g,,0.00,0.00,0,5,yes
Kaja Rqa Q Swsrya 25jm,كاجى رقائق سوسرية 25جم,Kaja Rqa Q Swsrya Jm 25g,ITM-02586,,General,g,,0.00,0.00,0,5,yes
Kajw 200jram,كاجو 200جرام,Kajw 200jram 200g,ITM-03044,,General,pcs,,0.00,0.00,0,5,yes
Kajw Almqrmsh 90jram,كاجو المقرمش 90جرام,Kajw Almqrmsh 90jram 90g,ITM-03043,,General,pcs,,0.00,0.00,0,5,yes
Kajw Krykyta Alba 200jm,كاجو كريكيتا علبة 200جم,Can 200g,ITM-11579,,General,g,,0.00,0.00,0,5,yes
Kak Alhfla Swytz28jm,كعك الحفلة سويتز28جم,Kak Alhfla Swytz28 Jm 28g,ITM-03244,,General,g,,0.00,0.00,0,5,yes
Kak Alkas Swytz 30jm,كعك الكاس سويتز 30جم,Al Kas 30g,ITM-12926,,General,g,,0.00,0.00,0,5,yes
Kak Baltyn Fyj Rwwl 195j,كعك بالتين فيج روول 195ج,Kak Baltyn Fyj Rwwl 195j 195g,ITM-01737,,General,g,,0.00,0.00,0,5,yes
Kak Jwz Alhnd Fansy 150j,كعك جوز الهند فانسي 150ج,Kak Jwz Alhnd Fansy 150j 150g,ITM-01743,,General,g,,0.00,0.00,0,5,yes
Kak Mkhabz Hla Am Salh,كعك مخابز حلا ام صالح,Kak Mkhabz Hla Am Salh,ITM-02143,,General,pcs,,0.00,0.00,0,5,yes
Kak Swytz,كعك سويتز,Kak Swytz,ITM-06060,,General,pcs,,0.00,0.00,0,5,yes
Kak Swytz Qsdyr 55j,كعك سويتز قصدير 55ج,Kak Swytz Qsdyr 55j 55g,ITM-01110,,General,g,,0.00,0.00,0,5,yes
Kakaw,كاكاو,Kakaw,764,,General,pcs,,0.00,8.00,0,5,yes
Kakaw Mswq 230 Jram,كاكاو مسوق 230 جرام,Kakaw Mswq Jram 230g,ITM-17870,,General,pcs,,0.00,0.00,0,5,yes
Kakaw Zdny 125jm,كاكاو زدني 125جم,Kakaw Zdny Jm 125g,ITM-07243,,General,g,,0.00,0.00,0,5,yes
Kakaw Zdny 227jm,كاكاو زدني 227جم,Kakaw Zdny Jm 227g,ITM-02682,,General,g,,0.00,0.00,0,5,yes
Kako Butter Croissant,Kako Butter Croissant,Kako Butter Croissant,1484,,Dairy & Eggs,pcs,,0.00,2.50,0,5,yes
Kako Cheese Croissant,kako جبن croissant,Kako Cheese Croissant,1485,,Dairy & Eggs,pcs,,0.00,2.50,0,5,yes
Kakw Bf 375 Jram,كاكو بف 375 جرام,Kakw Bf Jram 375g,ITM-18271,,General,pcs,,0.00,0.00,0,5,yes
Kakw Fshar Bytza 28 Gh,كاكو فشار بيتزا 28 غ,Kakw Fshar Bytza Gh 28,ITM-16481,,Bread & Bakery,pcs,,0.00,0.00,0,5,yes
Kakw Ftyra Kastrd 75jm,كاكو فطيرة كاسترد 75جم,Kakw Ftyra Kastrd Jm 75g,ITM-12683,,General,g,,0.00,1.50,0,5,yes
Kakw Ftyra Kastrd Wtwt 75jm,كاكو فطيرة كاسترد وتوت 75جم,Kakw Ftyra Kastrd Wtwt Jm 75g,ITM-00824,,General,g,,0.00,0.00,0,5,yes
Kakw Ftyra Zatr 75jm,كاكو فطيرة زعتر 75جم,Kakw Ftyra Zatr Jm 75g,ITM-08628,,General,g,,0.00,1.50,0,5,yes
Kakw Krwsan Sada 65 Jm,كاكو كروسان سادة 65 جم,Kakw Krwsan Sada Jm 65g,ITM-15377,,General,g,,0.00,1.50,0,5,yes
Kakwl Zjaj 250ml,كاكول زجاج 250مل,Glass 250ml,ITM-00272,,General,ml,,0.00,2.50,0,5,yes
Kalyfwrnya Faswlya Hmra 400jm,كاليفورنيا فاصوليا حمراء400جم,Beans 400g,ITM-01592,,General,g,,0.00,0.00,0,5,yes
Kamy Alhrya Alsafya 75 Jram,كامي الحرية الصافية 75 جرام,Kamy Alhrya Alsafya Jram 75g,ITM-03448,,General,pcs,,0.00,0.00,0,5,yes
Kamy Almyzan Alkrya Lwn Azrq 75 Jram,كامي الميزان الكرية لون ازرق 75 جرام,Kamy Almyzan Alkrya Lwn Azrq Jram 75g,ITM-03449,,General,pcs,,0.00,0.00,0,5,yes
Kamy Atr Almsk Alda M 75 Jram,كامي عطر المسك الدائم 75 جرام,Kamy Atr Almsk Alda M Jram 75g,ITM-03445,,Personal Care,pcs,,0.00,0.00,0,5,yes
Kamy Atr Anyq 75 Jram,كامي عطر انيق 75 جرام,Kamy Atr Anyq Jram 75g,ITM-03446,,Personal Care,pcs,,0.00,0.00,0,5,yes
Kamy Atr Fa Q 75 Jram,كامي عطر فائق 75 جرام,Kamy Atr Fa Q Jram 75g,ITM-03447,,Personal Care,pcs,,0.00,0.00,0,5,yes
Kamy Atr Fa Q125 Jram,كامي عطر فائق125 جرام,Kamy Atr Fa Q125 Jram 125g,ITM-03444,,Personal Care,pcs,,0.00,0.00,0,5,yes
Kamy Mjmwaa Alatwr Atr Anyq125 Jram,كامي مجموعة العطور عطر انيق125 جرام,Kamy Mjmwaa Alatwr Atr Anyq125 Jram 125g,ITM-03443,,Personal Care,pcs,,0.00,0.00,0,5,yes
Kamy Twt 75 Jram,كامي توت 75 جرام,Kamy Twt Jram 75g,ITM-00328,,General,pcs,,0.00,0.00,0,5,yes
Kandryl,كاندريل,Kandryl,ITM-05758,,General,pcs,,0.00,0.00,0,5,yes
Kanzania Poland,Kanzania Poland,Kanzania Poland,879,,General,pcs,,0.00,13.00,0,5,yes
Karamyl 380ghm,كاراميل 380غم,Karamyl Ghm 380g,ITM-06492,,General,pcs,,0.00,0.00,0,5,yes
Kari pakora,Kari pakora,Kari Pakora,1092,,General,pcs,,0.00,8.00,0,5,yes
Karml,كارمل,Karml,765,,General,pcs,,0.00,3.00,0,5,yes
Karmyl A,كارميل ا,Karmyl A,ITM-18055,,General,pcs,,0.00,3.00,0,5,yes
Karyna Mkrwna 400 Jm,كارينا مكرونة 400 جم,Pasta 400g,ITM-12969,,Rice & Grains,g,,0.00,0.00,0,5,yes
Karyna Mkrwna 400jm,كارينا مكرونة 400جم,Pasta 400g,ITM-12895,,Rice & Grains,g,,0.00,0.00,0,5,yes
Karyntwn Twyl,كارينتون طويل,Karyntwn Twyl,ITM-16890,,General,pcs,,0.00,0.00,0,5,yes
Kasa Astyl Hndy 10sm,كاسة استيل هندي 10سم,Steel 10,ITM-08360,,General,pcs,,0.00,0.00,0,5,yes
Kasa Astyl Hndy 8sm,كاسة استيل هندي 8سم,Steel 8,ITM-08363,,General,pcs,,0.00,0.00,0,5,yes
Kasa Astyl Hndy 9sm,كاسة استيل هندي 9سم,Steel 9,ITM-08361,,General,pcs,,0.00,0.00,0,5,yes
Kasa Syna 21sntltr,كاسة سينا 21سنتلتر,Kasa Syna 21sntltr,ITM-01477,,General,pcs,,0.00,0.00,0,5,yes
Kasa Syna 7sntltr,كاسة سينا 7سنتلتر,Kasa Syna 7sntltr,ITM-01476,,General,pcs,,0.00,0.00,0,5,yes
Kasat *6hbat,كاسات *6حبات,Kasat *6hbat,ITM-02014,,General,pcs,,0.00,0.00,0,5,yes
Kasat Aady,كاسات عادي,Kasat Aady,ITM-02738,,General,pcs,,0.00,0.00,0,5,yes
Kasat Abw 2 Ryalan,كاسات ابو 2 ريالان,Riyal 2,ITM-00387,,General,pcs,,0.00,0.00,0,5,yes
Kasat Astyl 4ryal,كاسات استيل 4ريال,Steel 4Riyal,ITM-02836,,General,pcs,,0.00,0.00,0,5,yes
Kasat Astyl 5ryal,كاسات استيل 5ريال,Steel 5Riyal,ITM-02833,,General,pcs,,0.00,0.00,0,5,yes
Kasat Astyl 6ryal,كاسات استيل 6ريال,Steel 6Riyal,ITM-02832,,General,pcs,,0.00,0.00,0,5,yes
Kasat Astyl 7 Ryal,كاسات استيل 7 ريال,Steel Riyal 7,ITM-02831,,General,pcs,,0.00,0.00,0,5,yes
Kasat Balastyk Sfry,كاسات بالاستيك سفري,Kasat Balastyk Sfry,ITM-02840,,General,pcs,,0.00,0.00,0,5,yes
Kasat Batryq,كاسات باطريق,Kasat Batryq,ITM-02663,,General,pcs,,0.00,0.00,0,5,yes
Kasat Blastyk,كاسات بلاستيك,Kasat Blastyk,ITM-04113,,General,pcs,,0.00,0.00,0,5,yes
Kasat Blastyk 50hba,كاسات بلاستيك 50حبة,50Pcs 50pcs,ITM-14767,,General,pcs,,0.00,0.00,0,5,yes
Kasat Blastyk 50qtaa,كاسات بلاستيك 50قطعة,Kasat Blastyk 50qtaa,ITM-04579,,General,pcs,,0.00,0.00,0,5,yes
Kasat Blastyk Jda 50kas,كاسات بلاستيك جدة 50كاس,Kasat Blastyk Jda 50kas,ITM-07941,,General,pcs,,0.00,0.00,0,5,yes
Kasat Blastyk Mlwn 3hbh,كاسات بلاستيك ملون 3حبه,Colored 3pcs,ITM-01600,,General,pcs,,0.00,0.00,0,5,yes
Kasat Blastyk Qhwh,كاسات بلاستيك قهوه,Kasat Blastyk Qhwh,ITM-02837,,General,pcs,,0.00,0.00,0,5,yes
Kasat Blastyk Qhwh*2,كاسات بلاستيك قهوه*2,Kasat Blastyk Qhwh*2,ITM-06372,,General,pcs,,0.00,0.00,0,5,yes
Kasat Bwrmywly 3hbat,كاسات بورميولي 3حبات,Kasat Bwrmywly 3hbat,ITM-08132,,General,pcs,,0.00,0.00,0,5,yes
Kasat Bwrmywly 3hbat .,كاسات بورميولي 3حبات .,Kasat Bwrmywly 3hbat .,ITM-08133,,General,pcs,,0.00,0.00,0,5,yes
Kasat Bwrmywly 3hbat Rqm 49900,كاسات بورميولي 3حبات رقم 49900,Kasat Bwrmywly 3hbat Rqm,ITM-08136,,General,pcs,,0.00,0.00,0,5,yes
Kasat Bwrmywly 3hbat Rqm 49920,كاسات بورميولي 3حبات رقم 49920,Kasat Bwrmywly 3hbat Rqm,ITM-08138,,General,pcs,,0.00,0.00,0,5,yes
Kasat Bwrmywly 6hbat,كاسات بورميولي 6حبات,Kasat Bwrmywly 6hbat,ITM-08134,,General,pcs,,0.00,0.00,0,5,yes
Kasat Bwrmywly 6hbat..,كاسات بورميولي 6حبات..,Kasat Bwrmywly 6hbat..,ITM-08135,,General,pcs,,0.00,0.00,0,5,yes
Kasat Hay Kwylty Jlas,كاسات هاي كويلتي جلاس,Kasat Hay Kwylty Jlas,ITM-11207,,Personal Care,pcs,,0.00,0.00,0,5,yes
Kasat Hd,كاسات حد,Kasat Hd,ITM-18442,,General,pcs,,0.00,0.00,0,5,yes
Kasat Hd 3hbat,كاسات حد 3حبات,Kasat Hd 3hbat,ITM-18440,,General,pcs,,0.00,0.00,0,5,yes
Kasat Kbyr 8745,كاسات كبير 8745,Large 8745,ITM-15272,,General,pcs,,0.00,0.00,0,5,yes
Kasat Lwmnyrs 3kasat,كاسات لومنيرس 3كاسات,Kasat Lwmnyrs 3kasat,ITM-11784,,General,pcs,,0.00,0.00,0,5,yes
Kasat M 6hbat,كاسات مء 6حبات,Kasat M 6hbat,ITM-18443,,General,pcs,,0.00,0.00,0,5,yes
Kasat Mlwna Madny 1668,كاسات ملونة معدني 1668,Colored 1668,ITM-13828,,General,pcs,,0.00,0.00,0,5,yes
Kasat Nhas Abw 4ryal,كاسات نحاس ابو 4ريال,4Riyal,ITM-06826,,General,pcs,,0.00,0.00,0,5,yes
Kasat Qzaz 250ml,كاسات قزاز 250مل,Kasat Qzaz Ml 250ml,330,,General,ml,,0.00,10.00,0,5,yes
Kasat Rwklyks 3qtaa,كاسات روكليكس 3قطعة,Kasat Rwklyks 3qtaa,ITM-08549,,General,pcs,,0.00,0.00,0,5,yes
Kasat Shaa Almmtaz 3hbat,كاسات شاى الممتاز 3حبات,Kasat Shaa Almmtaz 3hbat,ITM-16639,,General,pcs,,0.00,0.00,0,5,yes
Kasat Shahy Qzaz,كاسات شاهي قزاز,Kasat Shahy Qzaz,332,,General,pcs,,0.00,10.00,0,5,yes
Kasat Shahy Qzaz 3hbat,كاسات شاهي قزاز 3حبات,Kasat Shahy Qzaz 3hbat,319,,General,pcs,,0.00,5.00,0,5,yes
Kasat Shd 4,كاسات شد 4,Kasat Shd 4,ITM-18174,,General,pcs,,0.00,0.00,0,5,yes
Kasat Shd 6,كاسات شد 6,Kasat Shd 6,ITM-18175,,General,pcs,,0.00,0.00,0,5,yes
Kasat Swlfana 6hba,كاسات سولفانا 6حبة,6Pcs 6pcs,ITM-05953,,General,pcs,,0.00,0.00,0,5,yes
Kasat Tqm Ras Anq Ras Blastyk*2,كاسات طقم راس عنق راس بلاستيك*2,Kasat Tqm Ras Anq Ras Blastyk*2,ITM-02597,,General,pcs,,0.00,0.00,0,5,yes
Kasat Zjaj Thmany Alshkl,كاسات زجاج ثماني الشكل,Glass,ITM-02598,,General,pcs,,0.00,0.00,0,5,yes
Kasat Zjajy Abw 5 Ryal,كاسات زجاجي ابو 5 ريال,Glass Riyal 5,ITM-06824,,General,pcs,,0.00,0.00,0,5,yes
Kasat Zjajya 6hbat,كاسات زجاجية 6حبات,Glass 6,ITM-01284,,General,pcs,,0.00,0.00,0,5,yes
Kashf Afrday,كاشف افرداي,Kashf Afrday,ITM-01230,,General,pcs,,0.00,0.00,0,5,yes
Kashf Rqm 912,كاشف رقم 912,Kashf Rqm 912,ITM-00597,,General,pcs,,0.00,0.00,0,5,yes
Kashf Rqm 970,كاشف رقم 970,Kashf Rqm 970,ITM-00963,,General,pcs,,0.00,0.00,0,5,yes
Kashmiri Chilli150G,Kashmiri Chilli150G,Kashmiri Chilli150G,996,,General,g,,0.00,8.00,0,5,yes
Katrj Tryk Sghyr Brymws,كاترج تريك صغير بريموس,Small Peeler,264,,General,pcs,,0.00,50.00,0,5,yes
Kaw Mlma Ahdhya Aswd,كاو ملمع احذية اسود,Kaw Mlma Ahdhya Aswd,359,,General,pcs,,0.00,6.00,0,5,yes
Kawya Alfras 60,كاوية الفراس 60,Kawya Alfras 60,ITM-00380,,General,pcs,,0.00,0.00,0,5,yes
Kawya Snar Alzhrany,كاوية سنار الزهراني,Kawya Snar Alzhrany,ITM-03071,,General,pcs,,0.00,0.00,0,5,yes
Kb Kwb,كب كوب,Kb Kwb,ITM-18307,,General,pcs,,0.00,0.00,0,5,yes
Kbryt Aawad Kbyr,كبريت اعواد كبير,Large,229,,General,pcs,,0.00,2.00,0,5,yes
Kbryt Abw Hsan,كبريت ابو حصان,Kbryt Abw Hsan,ITM-16666,,General,pcs,,0.00,0.00,0,5,yes
Kbryt Alshala 40awd Mtwst,كبريت الشعلة 40عود متوسط,Medium 40,ITM-12623,,General,pcs,,0.00,0.00,0,5,yes
Kbsha Astyl Hndy Smyk Rqm 10,كبشة استيل هندي سميك رقم 10,Steel 10,ITM-06158,,General,pcs,,0.00,0.00,0,5,yes
Kbsha Astyl Hndy Smyk Rqm 12,كبشة استيل هندي سميك رقم 12,Steel 12,ITM-06159,,General,pcs,,0.00,0.00,0,5,yes
Kbsha Taam,كبشة طعام,Kbsha Taam,ITM-12083,,General,pcs,,0.00,0.00,0,5,yes
Kbsha Taat Mkhrma,كبشة طعاط مخرمة,Kbsha Taat Mkhrma,ITM-12082,,General,pcs,,0.00,0.00,0,5,yes
Kbshynw,كبشينو,Kbshynw,ITM-00073,,General,pcs,,0.00,0.00,0,5,yes
Ketchup,مزاز كاتشب,Ketchup,ITM-05252,,Canned & Preserved,pcs,,0.00,0.00,0,5,yes
Ketchup 14,اصابع الذرة شيتوس بالكاتشب 14ج,Corn Ketchup 14g,ITM-04142,,Canned & Preserved,g,,0.00,0.00,0,5,yes
Ketchup 14,اكسل الكاتشب 14ج,Ketchup 14g,ITM-04675,,Canned & Preserved,g,,0.00,0.00,0,5,yes
Ketchup 14,مرامي كاتشب 14ج,Ketchup 14g,ITM-04890,,Canned & Preserved,g,,0.00,0.00,0,5,yes
Ketchup 140,اكسل بطعم الكاتشب 140ج,Flavored Ketchup 140g,ITM-07358,,Canned & Preserved,g,,0.00,0.00,0,5,yes
Ketchup 16,تسالي كاتشب 16 ج,Ketchup 16g,ITM-07121,,Canned & Preserved,g,,0.00,0.00,0,5,yes
Ketchup 165,برينجلز بالكاتشب 165ج,Ketchup 165g,ITM-05092,,Canned & Preserved,g,,0.00,0.00,0,5,yes
Ketchup 190,تسالي كاتشب 190جم,Ketchup 190g,ITM-02498,,Canned & Preserved,g,,0.00,5.50,0,5,yes
Ketchup 2,مزاز كاتشب 2,Ketchup 2,ITM-01264,,Canned & Preserved,pcs,,0.00,0.00,0,5,yes
Ketchup 2*340 + 88,كاتشب تويا 2*340ج+شطة 88ملل مجان,Ketchup 2*340 2x340g 88ml,ITM-08280,,Canned & Preserved,g,,0.00,0.00,0,5,yes
Ketchup 25,البطل فشار بالكاتشب 25ج,Ketchup 25g,ITM-11624,,Canned & Preserved,g,,0.00,0.00,0,5,yes
Ketchup 3,كاتشب بيدار 3كجم,Ketchup Handle 3kg,ITM-09243,,Canned & Preserved,kg,,0.00,0.00,0,5,yes
Ketchup 3*300,كاتشب هاينز 3*300غم,Ketchup 3*300 3x300g,ITM-05676,,Canned & Preserved,pcs,,0.00,0.00,0,5,yes
Ketchup 30,تسالي بالكاتشب 30ج,Ketchup 30g,ITM-04681,,Canned & Preserved,g,,0.00,1.50,0,5,yes
Ketchup 30,تسالي بالكاتشب 30جم,Ketchup 30g,ITM-15073,,Canned & Preserved,g,,0.00,0.00,0,5,yes
Ketchup 300,كاتشب هاينز 300غم,Ketchup 300g,ITM-05512,,Canned & Preserved,pcs,,0.00,0.00,0,5,yes
Ketchup 340,كاتشب تويا 340ج,Ketchup 340g,ITM-08279,,Canned & Preserved,g,,0.00,0.00,0,5,yes
Ketchup 340,ديليسيوكاتشب حار بالثوم 340غم,Ketchup Hot 340g,ITM-14609,,Canned & Preserved,pcs,,0.00,0.00,0,5,yes
Ketchup 40,بطاط برنجيز بطعم الكاتشب 40 جم,Flavored Ketchup 40g,ITM-17771,,Canned & Preserved,g,,0.00,3.50,0,5,yes
Ketchup 5,جالون كاتشب باميلا 5كغ,Ketchup 5,ITM-07819,,Canned & Preserved,pcs,,0.00,0.00,0,5,yes
Ketchup 60,ميوميومقرمشات بنكهة الكاتشب 60جم,Ketchup 60g,ITM-04849,,Canned & Preserved,g,,0.00,0.00,0,5,yes
Ketchup 70,راجا بنكهة لكاتشب 70ج,Raja Ketchup 70g,ITM-04921,,Canned & Preserved,g,,0.00,0.00,0,5,yes
Ketchup 90,البطل فشار بالكاتشب 90ج,Ketchup 90g,ITM-11623,,Canned & Preserved,g,,0.00,0.00,0,5,yes
Ketchup Al Alali 340*3 2+1,كاتشب العلالي 340*3 2+1مجان,Ketchup Al Alali 340*3 2+1 340x3,ITM-08563,,Canned & Preserved,pcs,,0.00,0.00,0,5,yes
Ketchup Americana 347,كاتشب امريكانا 347ج,Ketchup Americana 347g,ITM-12069,,Canned & Preserved,g,,0.00,0.00,0,5,yes
Ketchup Americana 567,كاتشب امريكانا 567ج,Ketchup Americana 567g,ITM-01868,,Canned & Preserved,g,,0.00,0.00,0,5,yes
Ketchup Cheese 14,ميني شيتوس كاتشب وجبنة 14ج,Ketchup Cheese 14g,ITM-04684,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
Ketchup Mayonnaise 785,اولكر كاتشب ومايونيز 785جم,Ulker Ketchup Mayonnaise 785g,ITM-07983,,Canned & Preserved,g,,0.00,0.00,0,5,yes
Ketchup Tomato 1.8,كاتشب الطماطم فرشلئ 1.8,Ketchup Tomato 1.8,ITM-17962,,Canned & Preserved,pcs,,0.00,0.00,0,5,yes
